iknow00001	CES(消費性電子展)：自動駕駛系統(Autonomous System)
iknow03392	南韓：綠色新政(Green New Deal)：能源政策：可再生能源：綠色能源：發電結構改革：智慧電網：風力發電
iknow03393	太陽能衛星：美軍：發射能量(power beaming)技術：太陽能光電射頻天線模組 (Photovoltaic Radio-frequency Antenna Module)：PRAM：太空科技
iknow03394	半導體產業(Semiconductor Industry)：台積電(TSMC)：英特爾(Intel)：三星(Samsung)：無晶圓(Fabless)：科技政策
iknow03395	半導體產業(Semiconductor Industry)：記憶體(Memory)：DRAM：NAND快閃記憶體(NAND Flash)
iknow03396	亞洲半導體貿易中心：港版國安法：美國制裁香港：半導體交易：中國
iknow03397	美中科技戰：貿易戰：台灣半導體價值：半導體產業：中國：台積電：中芯國際：聯發科
iknow03398	智慧型手機(Smartphone)：COVID-19：新冠狀病毒(The Novel Coronavirus)：平板電腦(Tablet Device)
iknow03399	蘋果：谷歌：亞馬遜：臉書：併購策略：反托拉斯(Antitrust)
iknow03400	6G：5G：行動通訊(Mobile Communication)
iknow03401	亞洲光學：三星電子：手機光學鏡頭：專利侵權訴訟：潛望式鏡頭：大立光
iknow03402	飛船(Airship)：布林(Sergey Brin)：偏遠地區救援：LTA Research and Exploration：通信基地站
iknow03403	擴增實境(AR)：頭戴式裝置(Headset Device)：虛擬實境(VR)：混合實境(MR)：AR眼鏡：蘋果
iknow03404	ispace：月球登陸器(lunar lander)：Hakuto-R：登月計劃：商用登陸器
iknow03405	中國大陸：國務院：扶植半導體自主化：積體電路產業：企業稅減免：兩免三減半：財稅政策：十四五
iknow03406	全球半導體銷售額：SIA
iknow03407	美國眾議院(United States House of Representatives)：美國太空總署(NASA)：月球登陸器：重返月球：太空探索：HLS計劃：美國太空政策
iknow03408	智慧型手機(Smartphone)：mPOS(mobile Point-of-Sale)：行動支付(Mobile Payment)：蘋果(Apple, Inc.)：無接觸支付(Contactless Payment)
iknow03409	標準必要專利：SEPs：通用視訊編碼：VVC：FVC：H.266：專利佈局
iknow03410	賽靈思(Xilinx, Inc.)：百度：Apollo：自動駕駛運算平台：ACU：自動代客泊車：車載晶片
iknow03411	u-blox：LTE Cat 1模組：太陽能車載資通訊追踪器：車載資通訊：GNSS接收器
iknow03412	火箭實驗室(Rocket Lab)：電子號火箭(Electron)：火箭發射：電路連接：熱膨脹：散熱
iknow03413	凌華科技：網路通訊：財報
iknow03414	軟銀賣ARM：台積電：鴻海：收購策略：入股投資：晶片設計：半導體產業
iknow03415	雷神(Raytheon)：可見紅外線成像幅射儀(VIIRS)：美國太空軍(U.S. Space Force)：氣象衛星：軍事：地球觀測
iknow03416	蘋果：語音助理：Siri專利侵權：上海智臻：小i機器人：專利無效性：北京高院
iknow03417	台灣：亞洲矽谷計畫：新創
iknow03418	CMOS影像感測器(CMOS Image Sensor：CIS)：人工智慧(AI)：半導體產業(Semiconductor Industry)：AI晶片：三星(Samsung)：索尼(Sony)
iknow03419	Mini-LED電視(Mini-LED TV)：電視(TV)：Mini-LED背光(Mini-LED Backlight)：顯示器(Display)
iknow03420	半導體產業(Semiconductor Industry)：台積電(TSMC)：三星(Samsung)：先進製程(Advanced Process)：中芯國際(SMIC)：晶圓代工(Foundry)：7奈米
iknow03421	穿戴式裝置：遠距醫療：遠端監控：智慧醫療
iknow03422	美國(US)：中國(China)：科技冷戰(Technology Cold War)：騰訊(Tecent)：蘋果(Apple Inc.)：應用程式(App)：禁令：行政命令
iknow03423	智慧醫材：資通訊：生醫鏈結
iknow03424	數位分身：醫療設備：收集病患數據：智慧醫療
iknow03425	歐盟(EU)：COVID-19：下世代歐盟計劃(Next Generation EU)：歐洲綠色新政(European Green Deal)：數位化(digitalization)：數位轉型
iknow03426	戴姆勒(Daimler AG)：帝寶工業：台灣汽車售後維修服務(AM)產業：設計專利：銷毀模具：台灣智財法院：專利訴訟
iknow03427	三星電子(Samsung Electronics)：Android AP：GPU：CPU：高通
iknow03428	亞馬遜 (Amazon)：網路衛星：超寬頻服務：低地球軌道：Kuiper：Blue Origin
iknow03429	電子書(eBook)：電子書閱讀器(eReader)：折疊式裝置(Foldable Device)：電子墨水顯示器(E Ink display)：元太科技
iknow03430	電動車(Electric Vehicle)：電池(Battery)：電動車電池(EV Battery)：Tesla：LG Chem：CATL(寧德時代)：Panasonic (松下)
iknow03431	FTC：高通IP授權模式：SEPs專利授權：第九巡迴上訴法院：反競爭行為：反托拉斯：過度競爭行為
iknow03432	SpaceX：太空船(Starship)：短程飛行(hop)：可回收太空船：殖民火星
iknow03433	北斗三號全球衛星導航系統：厘米級定位：定位導航：中國大陸
iknow03434	半導體銷售：銷售排行榜：台積電：海思
iknow03435	區塊鏈(Blockchain)：超連經濟(Hyperconnected Economy)：人工智慧(AI)：機器人(Robotics)：雲端運算(Cloud Computing)：物聯網(IoT)
iknow03436	台積電(TSMC)：2奈米新廠：台積電人才：中國大陸
iknow03437	10奈米SuperFin：先進製程節點技術：Willow Cove：CPU微架構：Alder Lake：遊戲及光線追蹤加速運算：Xe-HPG GPU
iknow03438	小型衛星(Smallsat)：衛星發射：電子系統：散熱：衛星製造：立方衛星
iknow03439	行政院：中央政府總預算：前瞻基礎建設計畫：第3期：特別預算案
iknow03440	飛時測距(Time of Flight：ToF)：智慧型手機(Smartphone)：蘋果(Apple Inc.)：iPhone 12：空中手勢(In-air gestures)：脈衝光束
iknow03441	記憶體(Memory)：DRAM：MRAM(Magnetic RAM)：Spin Memory：Universal Selector：Row Hammer
iknow03442	量子運算(Quantum Computing)：量子資訊科學(Quantum Information Science)：人工智慧(AI)：美國(USA)：非國防研發支出
iknow03443	電動車(Electric Vehicle)：電池(Battery)：電動車電池(EV Battery)：鋰金屬電池：LiDFOB/LiBF4電解質溶液：無陽極電池：特斯拉(Tesla)
iknow03444	機器人：自動化：工業機器人：協作機器人
iknow03445	6G：5G：行動通訊(Mobile Communication)：南韓：通信政策
iknow03446	華為禁令：美中貿易戰：科技戰：實體清單：晶片：半導體：美國商務部
iknow03447	著作權：區塊鏈：工作證明：挖礦：比特幣
iknow03448	邊緣人工智慧(Edge AI)：邊緣AI晶片(Edge AI Chip)：AI運算：雲端AI晶片
iknow03449	Xilinx：ZYNQ：ADAS：視覺型先進駕駛輔助系統：EyeSight：自動駕駛
iknow03450	低地軌道(low Earth orbit：LEO)：NASA：美國白宮：研發(R&D)：太空站商業化：太空研究
iknow03451	穿戴式科技(Wearable Tech)：智慧手錶(Smartwatch)：特斯拉(Tesla)：智慧醫療：電動車遙控：Xplora
iknow03452	量子技術：亞馬遜雲服務(AWS)：量子運算服務：Amazon Braket
iknow03453	臺灣：人口推估：人口負成長：高齡化：人口紅利：少子化
iknow03454	臺灣：製造業產值：COVID-19
iknow03455	蘋果智慧汽車：Apple Car：申請專利：Project Titan：專利佈局
iknow03456	DRAM：資本支出：COVID-19：南亞科：華邦電
iknow03457	上市：上櫃：財務報告：臺灣
iknow03458	台積電(TSMC)：建廠買地投資：南科擴廠：5奈米：3奈米：4奈米
iknow03459	台灣：金融業：金融科技：投入分析：金融科技專利
iknow03460	臺灣：外銷訂單
iknow03461	聯發科(Mediatek)：國際航海衛星通訊公司：Inmarsat：衛星物聯網：NB-IoT：資料傳輸：衛星網路：5G：5G技術標準
iknow03462	5G：智慧型手機(Smartphone)：COVID-19：黑莓機(Blackberry Phone)：富智康代工：Android手機：OnwardMobility
iknow03463	大疆：無人機：禁令：美國ITC：PTAB：IPR複審專利：可專利性
iknow03464	中國新基建：南韓新政：RCEP：區域全面經濟夥伴協定：多邊貿易：一帶一路
iknow03465	半導體產業(Semiconductor Industry)：英偉達(NVIDIA)：數據中心(Data Center)：軟體(Software)：AI
iknow03466	亞馬遜(Amazon)：零仿冒計劃(Project Zero)：商標(Trademark)：新科技：機器學習
iknow03467	美國：太空科技：AI：6G：衛星通信：兆赫茲頻段：美中科技戰：電信產業
iknow03468	電動車(Electric Vehicle)：電池(Battery)：電動車電池(EV Battery)：歐洲(European)：電動車關鍵零組件
iknow03469	蘋果(Apple Inc.)：iPhone：硬體公司(Hardware Company)：商業模式(Business Model)
iknow03470	工業生產：臺灣：製造業
iknow03471	台積電2020技術論壇：先進製程時程表：3奈米：2奈米：特殊製程：先進封裝廠：EUV
iknow03472	科學園區：科技部：統計分析：中華民國：積體電路產業
iknow03473	美國(USA)：新冠狀病毒(the Novel Coronavirus)：COVID-19：消費性電子(Consumer Electronics)：智慧電視(Smart TV)：串流視訊裝置(Streaming Video Device)：Apple TV：串流機上盒(Streaming Set-top Box)
iknow03474	美國：香港貨品：中國製造：貨品標籤：港版國安法：產品來源地
iknow03475	新興科技(Emerging Tech)：新型冠狀病毒(the Novel Cornavirus)：COVID-19：KPMG：科技投資
iknow03476	金融科技：數位金融：金融服務業轉型：AIDF：人才培育：孵化器：港版國安法：亞洲金融中心
iknow03477	區塊鏈(Blockchain)：數位貨幣(Digital Currency)：中國(China)：美國(USA)：世界儲備貨幣(World’s Reserve Currency)：科技冷戰(Tech Cold War)：加密貨幣(Cryptocurrency)
iknow03478	衛星成本：小型衛星：衛星引擎
iknow03479	衛星維修(Satellite servicing)：標準介面(standard interface)：衛星延壽載具(MEV)：抓固器(grapple fixture)：液態遠地點發動機：接口介面標準：太空科技
iknow03480	COVID-19：微控制器(MCU)：半導體：IC產品：車用MCU
iknow03481	工總2020白皮書：疫後經濟：COVID-19：重啟經濟：產業紓困：產業鏈重組：人力資源：綠能政策：科技政策
iknow03482	美國白宮：研究機構：基礎研究：人工智慧：AI：量子資訊科學：QIS：5G通信：關鍵新興技術
iknow03483	專利市場追蹤：專利轉讓：專利統計：專利買賣
iknow03484	臺灣：投資環境：營運風險
iknow03485	中國大陸：半導體產業：產業自主化：美中貿易戰：科技戰：去中國化：尖端領域：專利申請
iknow03486	金融科技發展路徑圖：臺灣：數位金融：開放銀行：金融科技
iknow03487	5G：智慧型手機(Smartphone)：COVID-19：新冠病毒(The Novel Coronavirus)：平均銷售價格(ASP)
iknow03488	Skylo：索尼半導體以色列分公司(Sony Semiconductor Israel)：衛星通訊：窄頻物聯網(NB-IoT)：蜂巢式晶片組(cellular chipset)：5G晶片
iknow03489	三星顯示公司(Samsung Display)：面板業：OLED：LCD：量子點LED(QD-LED)：中小尺寸OLED：OLED電視：中國LCD價格戰：Y-Octa：顯示器產業
iknow03490	亞馬遜(Amazon.com)：穿戴式裝置(Wearable device)：健身追蹤器(Fitness Tracker)：智慧手環(Wristband)：智慧醫療：瑞昱
iknow03491	個人電腦(PC)：惠普(HP)：戴爾(Dell)：COVID-19：虛擬學習：遠距教學：居家上班
iknow03492	德國航空太空中心(DLR)：HyImpulse (新創公司)：小型運載火箭：混合燃料引擎：歐洲小型衛星：迷你發射器：燃料混合引擎：石蠟燃料混合液態氧：火箭發射：太空
iknow03493	積體電路：半導體：IC設計：聯發科：華為：去美化：美中科技戰：貿易戰 日期：2020年8月31日
iknow03494	蘋果(Apple Inc.)：無線耳機(Wireless Earbuds)：真無線耳機(Truly Wireless Earphone)：AirPods：降噪功能：系統級封裝(SiP)：音頻
iknow03495	Gartner：Hype Cycle：新興科技(Emerging Technology)：人工智慧(AI)：技術趨勢：技術預測
iknow03496	智慧型手機(Smartphone)：螢幕下相機(Under-Display Camera)：感測晶片：蘋果：iPhone：小米(Xiaomi)：光線和環境感測器
iknow03497	IDC：PC和平板電腦：出貨量預測：COVID-19
iknow03498	亞馬遜(Amazon)：Prime Air：無人機宅配服務：美國FAA：物流2.0
iknow03499	蔡司(ZEISS)：深度學習：DeepRecon：3D X-Ray成像重構：OptiRecon：半導體封裝
iknow03500	人工智慧(AI)：5G物聯網：邊緣裝置：台積電：N12e：FinFET：16/12奈米
iknow03501	生物電子：FDA：非侵入式：Stentrode：神經調控(neuromodulation)：腦機介面：晶片植入血管：Synchron：智慧醫材：精準醫療：突破性醫材
iknow03502	社會5.0(Society 5.0)：人工智慧(AI)：大數據(Big Data)：機器人(Robotics)：數位化轉型(Digital Transformation)：COVID-19
iknow03503	馬斯克(Elon Musk)：腦神經：腦機介面：Neuralink：植入式晶片：侵入式：手術機器人：：智慧醫材：精準醫療：FDA：突破性醫材
iknow03504	LED：億光(Everlight)：首爾半導體：營業秘密法 (Trade Secrets)：刑事：WICOP：無封裝LED：車用LED：工業技術保護法：南韓法院：不正當競爭：高敏科技管制
iknow03505	中國大陸：第三代半導體產業：十四五規劃：碳化矽(SiC)：氮化鎵(GaN)：半導體材料：寬能隙半導體：中國大陸：美中科技戰：國家科技發展戰略
iknow03506	專利訴訟策略：智慧財產權管理
iknow03507	歐洲太空總署(ESA)：Arianespace：火箭發射：VEGA運載火箭：酬載衛星：小型衛星：微型衛星：火箭共乘共載
iknow03508	COVID-19：新冠狀病毒：疫苗開發：目標產品概況(TPP：Target Product Profile)：專利佈局
iknow03509	NASA：美國能源部(DOE)：登月計劃：核動力系統(nuclear power system)：低濃縮鈾(LEU)：核子反應器
iknow03510	Rocket Lab：Photon衛星平台：端對端太空服務：電子號(Electron)：First Light：飛行器：太空產業
iknow03511	u-blox：低功耗藍牙模組：COVID-19：追蹤穿戴裝置
iknow03512	人工智慧(AI)：社交媒體(Social Media)：TikTok：AI演算法(AI Algorithm)：美中科技戰：字節跳動
iknow03513	半導體產業(Semiconductor Industry)：IC供應商(IC Supplier)：台積電
iknow03514	全球價值鏈調整：全球供應鏈重組：貿易保護主義：COVID-19：美中貿易戰：撤離中國
iknow03515	武漢弘芯：晶圓代工：半導體製造：中芯國際：中國半導體國產化
iknow03516	量子技術：量子計算：量子電腦
iknow03517	量子感測：導航系統
iknow03518	量子運算：量子電腦
iknow03519	電動車(Electric Vehicle)：電池(Battery)：電動車電池(EV Battery)：新電池材料：電池成本：續航力
iknow03520	數位電視機(TV Set)：串流電視裝置(Streaming TV Device)：消費性電子(Consumer Electronics)：串流媒體(Streaming Media)：蘋果電視：5G/6G
iknow03521	人工智慧(AI)：系統半導體：南韓：下世代半導體製程：半導體政策
iknow03522	三星：SK海力士：美中科技戰：半導體晶片：華為禁令：中國半導體：產業完全自主化
iknow03523	三星：威瑞森(Verizon)：5G通信設備市場：南韓：通信設備零組件：華為(Huawei)：美中科技戰
iknow03524	半導體產業(Semiconductor Industry)：先進製程(Advanced Process)：中芯國際(SMIC)：晶圓代工(Foundry)：美中科技戰：十四五計畫：華為
iknow03525	專利侵權訴訟：日本顯示器公司：JDI(Japan Display Inc.)：液晶面板：中小尺寸：OLED：天馬微電子(Tianma Microelectronics)
iknow03526	量子運算(Quantum Computing)：量子優勢：智慧汽車(Automotive)：產業價值鏈
