PG11009-0073	志願服務
PB11007-4840	sars-cov-2病毒：核酸測試：血清檢測：表面增強拉曼光譜：移動病毒檢測模組
PD11007-0483	柑橘黃龍病：柑橘黃龍病菌：柑橘破葉病毒：抗菌蛋白 (胜肽)：病毒載體
PA11007-2274	自適應方法：序貫方法：主動學習：變量選擇：實驗設計：隨機回歸：自適應採樣
PB11007-5023	克維拉纖維：纖維混凝土：分離式霍普金森壓桿：衝擊波：有限元素流固耦合分析
PF11007-2789	照顧者：長期照顧：照顧悲劇：建制民族誌
PF11007-2904	直接民主：公民投票：司法審查：民主法：選舉行政
PC11007-2768	輕度創傷性腦損傷：定量磁化率圖譜：髓鞘磷脂水分率：基因分型：機器學習
PB11007-5308	奈米銅薄膜：摻雜強化：變形：力學：合金化
PA11007-2442	共軛分子：共軛高分子：有機合成：有機半導體：固態形貌：密度泛函理論計算
PB11007-5103	區塊鏈：智能合約：去中心化：少數把持
PG11007-0071	黒洞：活動銀河核：超長基線干涉計
PG11007-0074	輻射地形交互作用：氣候模式：三維輻射傳遞：太陽能：都市熱島效應
PF11007-4010	vr虛擬實境：存在性價值：模糊偏好關係法：模糊品質機能展開
PB11007-6573	解構式計劃行為理論：旅行焦慮：知覺風險：自駕巴士
PA11007-3109	全球氣候變遷：珊瑚礁生態系：珊瑚白化：共生微藻
PC11007-3363	甲狀腺手術：副甲狀腺：受傷機轉：豬動物模型：近紅外線自體螢光
PC11007-3364	色胺酮衍生物：設定性凋亡：細胞週期停滯：肝癌細胞
PB11010-6890	冷凝熱傳：滴狀冷凝：膜狀冷凝：三維結構：潤濕性梯度：微渠道：矽奈米線陣列：混合式表面
PG11010-0033	健康福祉：整合照護：科技網絡：智慧照護服務
PF11011-0109	訂閱經濟：金融科技：人工智慧：智慧客服
PB11011-0049	pm2.5：保健品：海藻：硫酸多醣：海木耳：肺炎：肺癌
PC11011-0019	末期腎病：血液透析：血管通路：醫療用瘻管：握球運動：居家照護設備：冷熱敷雙效：時序控制：溫度控制：誘導式設計：按壓復健球：智能化照護：從社區到居家：即時監測：即時回饋：可攜式裝置
PA11011-0024	雙射：系統發育網絡：樹子網絡：交聯點：漸近分析：遞歸：文字的計數序列：泊松分佈：二部立方地圖：λ-演算：λ 項：一/二元樹：度樹：β(0：1)-樹：交替符號矩陣：交替符號三角陣列：gog 和 magog：羅賓數：全對稱自互補平面分區
PG11004-0129	設計本位：校長在職模組：課程需求與培訓
PG11003-0177	太陽能模組拆解：熱塑封裝材：pp背板：分選：貴金屬：循環經濟
PG11003-0112	科技法制規範：科技法制政策：科技法制幕僚：科技法制環境：科技法制研究：科技產業發展法制策略：創新法制策略
PG11003-0109	離岸風場：鯨豚族群：水下聲景
PG11003-0172	第五代行動通訊：車輛安全
PG11004-0156	難測核種：蒙地卡羅：汽機廠房
PG11001-0261	游離輻射：放射性物質管制：政策影響評估：輻射防護
PG11001-0214	精緻瀝青：非晶型碳材：軟碳：塔底油改質：負極材料
PW11003-0488	高光譜影像處理：神經精神性紅斑性狼瘡：腦組織分割：統計參數映射
PW11003-0467	口腔癌：多重原發腫瘤：微衛星變異
PW11003-0473	嗅覺檢查：“牛耳”嗅覺測試裝置：賓州大學嗅覺識別檢查法
PW11003-0474	惡性膠質瘤：p53：codon 72：基因異質性：聚合酶鏈式反應-限制&#37238;片段長度多型態分析法
PW11003-0433	三氧化二砷：細胞凋亡：血癌：淋巴癌：粒線體膜電位：白藜蘆醇
PW11003-0434	基因資訊報告：精準醫學
PW11003-0564	aryl hydrocarbon receptor：fluorene：indenopyrene：phenanthrene：多環芳香烴：transient receptor potential離子通道：異位性皮膚炎
PW11003-0590	嚴重型氣喘：次專科整合診治團隊：智慧型手機
PW11003-0572	生活品質：多型性腦神經膠質瘤：放射治療。
PW11003-0556	風濕疾病：自體免疫性疾病：類固醇脈衝：b型肝炎表面抗原：反轉率。
PW11003-0648	先天聽力障礙：精準醫療：基因檢測：全基因組關聯性分析
PW11003-0630	抗微生物胜肽：呼吸道：真菌：感染：鼻黏液
PW11003-0631	掃褭袗：鄶停呫-?停呫毀砃滖綅粥啞
PW11003-0638	攝護腺癌：gefitinib：cdk5蛋白：egfr
PW11003-0644	睡眠：睡眠時間：美國全國健康與營養檢查調查：雙能量x光吸光式測定儀：骨質疏鬆症：一般人群研究
PG11002-0242	精準醫療分子檢測：高度複雜度：多基因檢測：即時偵測核酸擴增法：確效指引
PG11004-0121	食品安全：風險偵測
PG11004-0122	細胞治療：區塊鏈
PW11003-0719	人工關節置換：退化性關節炎：下肢排列不良：骨質疏鬆：骨質密度：脛骨平台傾斜角
PG11003-0318	含氯有機物：污染調查：被動式採樣：三氯乙烯：二氯乙烯
PG11002-0102	綜合高中：課程轉化：課程實踐：學校本位課程：設計為本研究
PG11002-0103	核心素養：教科書設計：課程轉化：教科書編輯者與審查者
PA11004-0018	大腦皮質：紋狀體：發聲學習：發聲：神經活化標記
PG11004-0151	國際風能組織：離岸風電：安全與技術訓練：代辦採購
PM11006-0082	淨零排放：溫室氣體減量：氣候變遷調適：製造部門溫室氣體排放管制行動方案：碳定價
PM11006-0083	數位轉型：戶外休閒紡織：數位導入
PA11007-0012	陸棲性卵：化可塑性：潛伏效應：棲地乾涸：氣候暖化
PF11007-0037	公共衛生：實習專業化：課程發展
PC11007-0018	上皮間質可塑性（emp）：癌症轉移：腫瘤微環境
PB11007-0093	分光器：分波多工器：矽光子：波導：量子控制：絕熱
PB11007-0094	循環經濟：產業關聯與結構：產業政策：運作模式：食品/能源/水循環系統
PG11005-0082	5g
PG11005-0126	高階製造：多元合金：刀具：鍍膜
PG11005-0169	商業生態系：創新生態系：平台經濟：體驗經濟：跨域創新：區域創新系統
PG11005-0165	社會創新：聯合國永續發展目標：社會影響力
PE11007-0030	岡島冠山：『唐話便用』：『唐話纂要』：唐話觀
PA11007-0048	可攜式分析裝置：影像分析：水中氨氣：自由有效餘氯：比色法
PA11007-0007	非平衡量子熱力學：開放系統：漲落耗散關係：非線性量子熱傳導：unruh 效 應
PE11007-0004	新派劇：壯士演劇：壯士芝居：中野信近：藤田金吾：花園薰：高部幸次郎：木村猛夫：村田正雄：松井須磨子：守田金吾：村田榮子：末吉春人：津阪幸一郎：村田豐子：靜間小次郎：河合武雄：桂壽郎：泉鏡花：伊原青青園：岩崎蕣花：內山惣十郎：江見水蔭：尾崎紅葉：菊池寬：菊池幽芳：楠山正雄：小島孤舟：佐佐紅華：佐藤紅綠：島村抱月：瀨川如皐：高安月郊：德冨蘆花：廣津柳浪：福地櫻痴：松居松翁：真山青果：柳川春葉：渡邊霞亭
PA11007-0022	拓撲自旋結構：拓撲電極化結構：拓撲物理性質：有序相變：強關聯氧化物
PB11007-0187	離子液體：綠色溶劑：擴散泳：電解質溶液：生醫工程：生物技術：電雙層：極化效應
PC11007-0092	rev-erbα：耳蝸：噪音：聽力損失：發炎反應
PC11007-0093	心臟衰竭：心臟超音波：形變：心肌作功
PA11007-0110	二維材料：原子與光子交互作用：仿生
PD11007-0036	圍食膜：圍食膜蛋白：白點症：急性肝胰腺壞死症
PA11007-0111	凋亡抑制蛋白：人類腦癌幹細胞：大腦神經膠質母細胞瘤：azd5582：sm164：bv6：gdc0152：薑黃素：血腦屏障：微脂粒：固態脂質奈米粒子：脂質-高分子
PD11007-0031	溫泉紅藻：新型生物複合材料：重金屬移除與氧化還原：廢水處理：生命週期評估：基因表現：同步輻射光譜技術
PA11007-0103	簡併非線性吸收：簡併非線性折射：非簡併非線性吸收：非簡併非線性吸收：連續白光：啁啾：時間色散
PF11007-0086	候選人均等法：議員立法：立法過程：市民團體：性別比例原則
PB11007-0141	太陽能預測：支援向量回歸：飛行量子算法：經驗模態分解機制：量子計算機制：混沌映射機制：遞回神經網絡機制
PF11007-0087	代間學習：老幼共學：高齡化社會：少子化社會
PA11007-0530	生物資訊分析：次世代定序：跨洲散布格局：第四紀：歷史生物地理學：鳳蝶科：粉蝶科：弄蝶科：灰蝶科：鱗翅目
PD11007-0110	非生物性逆境：植物生長：內生菌
PF11007-0552	賽會活動：目的地：賽會依附：知覺獨特性：運動賽會
PA11007-0410	鈀催化：羧酸根導向：脫羧偶聯：碳（烯基）-氫鍵活化：烯基羧酸
PC11007-0654	肺癌：表皮生長因子接受器：計畫性細胞死亡受體1：三級淋巴結構：腫瘤浸潤免疫細胞：酪胺酸激酶抑制劑
PA11007-0509	規範：曲線：糾纏：相位：絕熱演化：自旋系統：自旋電子
PC11007-0664	klf1：k74突變：巨噬細胞：急性腎損傷：腎臟纖維化
PC11007-0665	青蒿琥酯：醣蛋白vi：血小板活化：血栓
PF11007-0704	吹哨者保護：勞動關係：不利益待遇禁止：公益揭弊：保密義務
PB11007-1108	感染性疾病：細胞素風暴：發炎反應：小分子核糖核酸：電化學：交流電滲流
PF11007-0705	通訊系統：寄食者：塞荷：媒介：雜訊
PC11007-0862	檳榔：口腔癌：mat2a：預後：癌幹細胞：mat2a抑制劑：化學預防與治療
PF11007-0906	模糊集合：關係行銷：智慧服務品質：顧客滿意度：工作滿意度
PB11007-1485	太陽能電動車：疊瓦：導電膠：抗撞擊太陽電池模組：具電路系統一體式碳纖維成形
PB11007-1585	雙件式平版型模組：二氧化碳吸收：薄膜接觸器：醇胺：三維列印紊流促進器：平均謝塢數
PC11007-0921	中草藥：阿茲海默氏症：類澱粉蛋白寡聚體：美金剛：大腦皮質麩胺酸神經元
PC11007-0904	創傷後壓力症候群：睡眠問題：光遺傳學：化學遺傳學：鈣離子影像：局部場電位
PB11007-1545	多層式結構：深度類神經網路：卷積式稀疏表示法
PF11007-0976	ofd服務：食品相關生活型態：使用動機：評估ofd服務經驗屬因：斯坎倫合作訪談法
PB11007-1604	海洋廢棄物污染源：深度學習神經網路：路徑規劃：自動避障：圖形辨識：人工智慧：衛星定位：自動導航：無線通訊：多機飛行
PE11007-0367	鞋類設計：性別氣質光譜：配件：感性工學：腦波電位
PB11007-1603	光達式行人偵測與軌跡追蹤：雜點過濾：分群分割：智慧巡視保全機器人
PC11007-0770	勃起功能障礙：神經骨架：血小板濃厚血漿
PF11007-0684	八大行星：虛擬實境：行銷途徑：推廣教育
PB11007-1083	科技採用：金融科技：延伸整合型科技接受模式2：創新擴散理論：推敲可能性模型：保險科技：群眾募資：機器人顧問：風險：資訊科技成功因素
PB11007-1084	社群檢測：重疊社群：圖神經網路：網路向量化：標籤傳播演算法：生成對抗式網路
PB11007-1085	處方式分析：商業智慧：現金管理：深度強化學習：運補策略規劃
PE11007-0274	同善社：段正元：道德學社：儒壇：歸根道
PB11007-1154	含碟型彈簧之自復位斜撐：斜撐試驗：一層樓斜撐構架實驗：三層樓斜撐構架振動台試驗：近斷層地震
PB11007-1256	生命週期評估：循環經濟：農業副資材：厭氧消化：沼氣發電
PB11007-1258	線上量測：測試：時間量化器：可靠度：安全性：保安性
PB11007-1259	萎縮城市：萎縮鄉村社區：移動性：智齡網絡：適老：tod適老園區：東南亞照護工：外籍配偶：社會設計：雲林
PA11007-1257	能譜量測：奈米與能源材料：ｘ光研究：中子散射：光電子能譜：電子顯微鏡：第一原理理論計算
PB11007-2946	布拉格條件：週期性介電質波導：布拉格反射器：光纖布拉格光柵：floquet-bloch理論
PF11007-1734	交通網絡：移民：貿易：經濟增長
PB11007-3044	冷鏈技術：低溫物流：相變材料：熱交換器：低溫冷凍系統
PF11007-1736	文化融入數學課程：原住民學生：數學探究教學：數學思維模式：數學學習
PB11007-2987	改質石墨烯：阻水氣膜：抗腐塗料：導熱複合材料：電子防護
PF11007-1746	企業不法行為：lexis advance資料庫：差別接觸理論：懲罰理論：分量迴歸方法
PF11007-1747	同儕教學：適性化學習同伴系統：適性化電腦輔助學習：機器學習之文件分類機制
PB11007-3062	高速面射型雷射：資料通信：光收發模組：直接光學打線：400 gbit/sec：800 gbit/sec
PB11007-2908	轉爐石：磷元素：碳熱還原：肥料：新農業：循環經濟
PB11007-3513	數位影像相關法：計算攝影：計算成像：光場：傅氏疊層成像：位移：變形
PB11007-3532	親緣地理學：空間景觀異質性：環境因子：a型肝炎病毒
PC11007-1826	硫氫氧化酶：精漿：精子凝集：活性氧類：細胞凋亡
PB11007-3595	鳳梨釋迦：病蟲害：影像辨識：卷積神經網絡：yolo
PB11007-3448	物聯網：藍牙位基型網狀網絡：超寬頻：低功耗藍芽音頻
PC11007-2005	易怒：神經發炎因子：神經心理測驗：基因修飾或表現
PC11007-2004	全身性紅斑狼瘡（sle）：腫瘤壞死因子及其受體（trail）：t細胞分化：細胞計劃性死亡：il-32：次世代基因體定序（ngs）
PF11007-2082	通志堂經解：四庫全書：四庫全書薈要：詩經
PA11007-1592	機器學習：x光螢光頻譜：掃描技術
