PG10605-0204	冷鏈物流：智慧物流：高運力：供需調度：跨國通路
PF10608-0641	活動理論：教學例：微積分：論述
PD10608-0069	台灣鋏蠓：皮膚菌群：誘引分子：藻類生長抑制物
PC10608-2043	光學同調斷層掃描：拉曼光譜：皮膚癌
PB10608-3503	脂肪幹細胞：細胞生長：細胞分化：聚二甲基矽烷：表面改質：轉化生長因子：動態細胞培養
PA10608-0367	石虎：農藥：環境流布：風險評估
PB10608-2478	輔助燃料：細懸浮微粒：燃燒特性：瓦斯汽化器
PB10608-2808	大量資料：資料探勘：暫態穩定度評估：支撐向量機
PB10608-2028	擴展式卡爾曼濾波器：分散式資訊濾波器：狀態估測
PF10608-0492	飛航安全：人為失誤：人為因素分析與歸類系統：人為因素調查檢核表
PC10608-2352	肝內轉移：肝癌：肝細胞生長因子：活性氧：雙硫蛋白異構酶：熱誘導蛋白60
PC10608-1548	collagen xvii：多功能基因：代謝：肺癌：幹細胞
PB10608-2697	鋼筋混凝土：剪力牆：側力位移關係：剪力破壞：倒塌行為
PB10608-2248	雙帶線：串音雜訊：共模雜訊：訊號完整性：電磁干擾
PB10608-3231	n-3 多元不飽和脂肪酸：腸道菌：憂鬱症：認知功能損傷
PF10608-0528	大學生：電子健康素養：測驗工具
PF10608-0726	房價變動：家戶遷徙：住宅權益：閉鎖效果：非對稱性效果：失業率
PF10608-0967	無效醫療：末期照護：預立醫療指示：情境模擬：翻轉教學
PB10608-3363	細菌纖維素：木質醋酸菌：改良式淺盤靜置培養系統：高粱酒糟萃取液
PB10608-2362	水稻淹水損失函數：水稻生長期淹水損失曲線：地理加權迴歸分析
PC10608-1304	c 型肝炎病毒：類病毒：抗病毒：病毒入侵抑制劑：直接作用抗病毒藥物合併療法：預防/治療藥物
PC10608-1289	輕度腦損傷：腦震盪：丘腦皮質連結：磁振影像：網路分析：預後預測
PC10608-2030	胞外基質微環境：缺氧微環境：生殖系幹細胞：自我更新細胞增生：細胞遷移：cd49f：igf-1r：cxcr4：hif-2：oct-4
PB10608-2741	relative weight：小樣本：非滿秩矩陣：多對多相關分析：半導體製程優化：腫瘤分類
PC10608-2305	包囊性腹膜硬化症：末期腎臟病：調節性t 細胞：腹膜透析：二甲基亞碸：t 淋巴細胞：細胞激素
PB10608-3447	物聯網：低功耗：非揮發性處理器：數位時間轉換器
PC10608-2193	核纖蛋白：核纖層：有絲分裂：src：酪胺酸磷酸化
PC10608-2354	質子影像：質子斷層掃描：質子射程驗證：質子治療：蒙地卡羅模擬
PB10608-2361	大資料：hadoop：mapreduce：spark：即時監測：質點影像流速儀：顆粒追蹤法：水位：流量：橋墩沖刷：影像辨識：儀器開發：決策支援
PB10608-3469	氧化程度：石墨烯：氧化石墨烯：電阻式記憶體：透明：軟性電子
PB10608-2044	都市生態：都市植物多樣性：β-歧異度：歧異度拆解：都市植物調查方法
PB10608-2039	環境關懷：企業社會責任：公司治理：永續性：財務績效
PB10608-2817	虛擬實境：頭部相關轉移函數：偵測兩耳位移音效系統：數位內容
PB10608-3333	深度學習：超大型積體電路設計：先進輔助駕駛
PC10608-2257	青少年：過重及肥胖：健康素養：食物環境：飲食型態：反事實因果推論：交叉設計
PC10608-1691	癌胚抗原相關細胞黏附分子6：口腔癌：醣基化：表皮生長因子接受器：單區域抗體
PB10608-2935	最大功率追蹤：磷酸鋰鐵電池：電量平衡器
PB10608-2023	汰役電池：能量存儲系統：儲能裝置模擬
PB10608-2130	有機染料敏化太陽能電池：雙芽基團：缺電子基團：共吸附劑：樹枝狀分子
PA10608-0573	異質介面：雷射光調制技術：剖面型掃描穿隧顯微鏡：掃描穿隧能譜量測
PB10608-3603	油魚：組織胺：蠟酯：衛生品質
PB10608-2157	co 甲烷化實驗與數值模擬：管狀反應器：co 甲烷化熱管理：合成氣甲烷化
PC10608-1544	頸椎：神經根病變：慢性疼痛：神經阻斷：硬膜外注射：脈衝式射頻：經神經孔
PF10608-0789	分數：數位教材：教學影片：補救教學：低成就學生
PB10608-3797	嬰幼兒發展里程碑：人形機器人：模仿學習：學習演算法
PB10608-3888	共沸物：稀薄水溶液：分離程序：設計與控制：最適化：節能
PA10608-0569	高壓合成：強關聯系統：熱電材料：過渡金屬氧化物：鈣鈦礦結構
PC10608-2034	含錳超氧化物歧化酶：白細胞介素-8：牙周疾病活性：基因多形性：基因甲基化
PB10608-2291	聚光型太陽能系統：水下可見光通訊：無線電力傳輸
PC10608-1781	鱗狀上皮細胞肺癌：標靶治療：s0x2：thiostrepton
PB10608-2755	八景：十二勝：地理資訊系統：旅遊文學：資料庫
PC10608-1363	神經退化性疾病：篩檢策略：基因治療：神經元分化
PC10608-1745	自體顯性多囊腎疾病：多囊蛋白：機械力訊息傳遞：粘著斑激酶：信號傳遞源
PB10608-2987	液晶：高分子：液晶模板：電紡絲：微流道系統：智能光子元件
PB10608-2471	自潔：氧化鋅：低輻射
PC10608-1812	個人行動化健康助理系統：自主管理：糖尿病患者
PC10608-1454	嵌合肝臟：肝臟再生：肝細胞：卵圓幹細胞：先驅幹細胞：大鼠
PC10608-2295	紅斑性狼瘡：次世代基因定序：單核苷酸多態性：基因選殖：轉錄體
PC10608-2023	塑化劑：過敏：氣喘：樹突細胞：表基因
PC10608-2462	自體免疫性葡萄膜炎：自體反應t 細胞：programmed cell death protein-1(pd-1)：recombinant adeno-associated virus (raav)
PB10608-3356	奈米感測器：奈米電子學：奈米電晶體：開關元件：後vlsi 產業：奈米半導體：量子
PB10608-2356	微機電技術：物聯網技術：低耗能：微型氣體感測器
PB10608-3628	ectoine：紫外線a：皮膚光老化：傷口癒合：美白
PC10608-2430	口腔癌：正子影像：存活分析：危險因子
PC10608-1975	口腔黏膜下纖維化症：口腔癌：mir-1246
PF10608-0957	臨床醫事人員：文化能力教育或訓練：app 應用程式：2 年期醫事人員訓練
PC10608-2165	胰臟癌：腫瘤浸潤巨噬細胞：免疫檢查點
PF10608-0890	醫學教師：教師培育：教學知能架構：學習實踐社群：計畫評估
PB10608-3206	低壓降線性穩壓器(ldo)：暫態響應：無負載電容ldo 線性穩壓器電路：頻率補償電路：靜態電流：功率消耗：電壓轉換率(slew rate)：局部共模回授技術
PB10608-3327	變壓吸附程序：熱交換：雙半圓柱吸附床：多同軸管狀吸附床
PF10608-0927	防禦醫療：過度醫療：過失：媒體：爭議解決機制
PB10608-3525	功能性梯度材料：電滲：水泥基材：漸變
PB10608-2582	微電網：頻率控制：下垂控制：協調式二次控制：網宇實體系統：主要與對偶之最佳化問題：網路安全：惡意攻擊：入侵偵測
PB10608-3157	噴墨印刷技術：奈米銀顆粒：聚亞醯胺：金屬-有機骨架材料：氧化鋅奈米籠：氣體感測器
PB10608-2033	短延時：劇烈降雨：氣候變遷：都市化：統計降尺度：情境模擬：資料繁衍
PB10608-2267	多變量製程：製程錯誤：品質變數：統計遞迴檢定：機器學習
PB10608-3634	植化素：鐵依賴型細胞死亡：細胞自噬：化療敏感性：抗腫瘤機轉
PF10608-0590	專業觀光英文：專題學習：雲端化協同學習：google docs
PC10608-1255	組織蛋白去乙醯化酵素：後轉譯修飾：腫瘤轉移：肺癌
PB10608-3906	感測網路：分散式估測：未知信號估測：全域最佳解：同時輸入與系統狀態估測
PB10608-2060	非和諧式樂器的調音：曾侯乙編鐘考古：arma：音訊合成
PC10608-1301	脂肪組織：果糖：活化轉錄因子3：內質網壓力：自由基：氧化壓力：發炎：臟層脂肪細胞代謝
PF10608-0756	品牌管理：服務品牌：品牌權益：海運承攬運送業：結構方程模式
PC10608-1688	全基因關聯性研究：子宮內膜異位症：生長因子：細胞激素：細胞趨化因子：人類白血球抗原
PB10608-2347	降雨不確定性：降雨情境模擬機制：淺層崩塌：機率警戒雨量
PF10608-0753	航海技術：綠能船舶：船舶能效設計指數(eedi)：船舶能效營運指數(eeoi)：海運碳排
PB10608-2599	複合全像術：彩虹全像術：3d 展示：全像術
PB10608-3902	離散型隨機性雙準則：序優化：蝙蝠演算法：支援向量迴歸：排序及選擇：廠房設備安裝數量：成本：效能分析：名次效能曲線
PC10608-1923	β2-醣蛋白i 胜肽：膜接受器：基因重組蛋白d1 胜肽區：d1 專一結合區：黑色素瘤腫瘤生長：分子機轉
PB10608-2689	極化碼：通道極化：混和式自動重送請求
PB10608-2241	備份件：妥善率：多物層與多階層：等候線模式
PC10608-1446	巴金森氏症大鼠：鼻腔傳遞：胜肽修飾粒線體：粒線體運送：多巴胺神經
PC10608-2427	視網膜退化：基因檢測：眼科電生理檢查
PC10608-1589	阿茲海默症：代謝壓力：下視丘：神經發炎：[18f]-feppa：[18f]-ge180
PB10608-3668	tamoxifen (泰莫西芬)：trans 3：4'-trimethoxystilbene (mr-3)：雌激素受體α (estrogen receptorα：erα)：上皮細胞-間質細胞轉換：wnt/β-catenin：phosphatidylinositol 3-kinase (pi3k)/akt
PC10608-1684	大腸直腸癌：雙氫青蒿素：細胞凋亡：細胞自噬
PC10608-1835	樟芝：皮膚傷口癒合：多醣：敷料
PF10608-0550	零團費旅遊團：觀光衝突：知覺利益：知覺成本：觀光發展態度
PC10608-1299	肺癌：吸入性麻醉劑：神經阻斷術：循環腫瘤細胞：外泌體
PC10608-2178	第三型脊髓小腦運動失調症：炎性體：il-1β 訊息傳遞路徑：治療策略
PB10608-2295	系統模擬：差分進化演算法：資源分配：醫療產業
PB10608-2913	基板合成波導腔體：波導腔體縮小化設計：（非）平衡式微波電路：正交簡併模態
PB10608-3148	高壓加工技術：組織胺：水產品：組織胺生產菌：組胺酸脫羧酶
PB10608-2590	干擾管理：多細胞多使用者無線通訊系統：異質性行動網路：能量獲取：能源效率：網路安全：可見光通訊
PC10608-2164	正顎手術：虛實整合手術計劃：虛擬手術計劃
PB10608-3524	腰部深層肌系統：腹橫肌：多裂肌：診斷式超音波：肌電圖：神經動作控制：功能性表現
PA10608-0392	有機光敏材料：d-a-π-a 系統染敏太陽能電池：鈣鈦礦太陽能電池：電洞傳輸材料
PB10608-2924	電池儲能系統：微電網：主動平衡：電量狀態：健康狀態：電池管理系統
PC10608-2087	肝細胞癌：anti-pd-l1 ab：gr1+ ly6g high 多型核骨髓衍生抑制性細胞：腫瘤免疫微環境
PF10608-0513	神奇寶貝go：擴增實境：餐旅企業：光臨意願
PA10608-0516	珊瑚礁：甲殼動物：共生
PB10608-3831	廣播掃描壓縮：掃描式測試：晶片內測試架構
PC10608-1964	乳癌：ezh2：轉移：間質幹細胞：腫瘤微環境：微核糖核酸
PB10608-2605	超高密度網路：lte+wifi 雙模傳輸：wifi 卸載：com 多點協調式傳輸：comp 分群法
PB10608-2289	巴倫器：帶通濾波器：耦合共振器：混波器：微帶線
PC10608-1740	心血管疾病：過勞死：工時：衛生政策：職業病認定
PB10608-3758	溫度相依：模糊c回歸模型：自適應擴展式卡爾曼濾波器：鋰離子電池：一階rc 等效電路模型：電量狀態
PB10608-2540	孔隙水壓：三軸實驗：潛移：弱面：板岩：完全崩塌
PB10608-2649	寬頻帶：低雜訊放大器：fet：cmos：phemt：並並聯回授：雜訊轉換矩陣：寬頻帶
PC10608-2082	孔洞性矽質奈米顆粒：活髓治療：生長因子：仿生結晶：牙本質黏著劑：動物實驗
PC10608-1339	免疫逃逸突變：突破感染：致肝癌發生：大量平行焦磷酸測序
PB10608-3839	電壓調節器：多相電源轉換器：快速暫態響應：漣波控制：小信號模型：電流平衡
PC10608-1662	光照療法：失智老人：隨機臨床研究
PW10607-0029	逆滲透：薄膜蒸餾：壓力延遲滲透技術
PW10608-0004	能資源整合：再生能源：再生資源：循環經濟：節約能源：資源管理
PE10609-0008	移動：空間：東亞現代性：殖民地文學
PF10609-0126	科技教具：原住民文化：數位學習：推廣活動
PE10609-0007	永嘉學派：春秋：世變：程朱理學：經史關係
PB10609-0230	臺灣糖業：影像動畫：跨媒體：感性體驗
PF10609-0110	原住民科學：科學探究：原住民知識系統：島嶼地理：海洋民族
PB10609-0214	穿戴式裝置：智慧眼鏡：嗜睡疲勞檢測系統：車聯網：雲端平台：行車安全
PB10609-0224	數位人文：方志：人物志：傳記：文本探勘：臺灣歷史人物傳記資料庫：社會網絡分析：醫師
PB10609-0220	數位人文：孔穎達：賈公彥：《禮記正義》：《儀禮疏》：《周禮疏》
PB10608-2405	振動：肌電圖：肌肉訓練：肌肉疲勞
PC10608-1675	香煙：ros：txnip：nf-κb：肺部發炎：慢性阻塞性肺病
PB10608-2577	氫能：高溫氣冷式反應器：不停爐的連續裝卸燃料：燃耗特性分析
PB10608-3843	萬物聯網：無線收發機：能量擷取與電源管理：類比介面電路：抗變異節能數位處理器
PB10608-2544	力學分析：土壤沖蝕：物理模型：災害風險評估
PC10608-1532	zmynd8：神經膠質瘤：腫瘤生成
PB10608-3474	人體通道傳輸：振盪器：時脈與資料回復：深度類神經網路：深層信念網路
PC10608-2144	角蛋白融合：幹細胞特性：機械力訊號傳遞：細胞核內骨架：細胞移動侵略性
