PG10605-0085	嗅覺：嗅覺皮質：梨狀皮質：前額皮質：杏仁核皮質：神經元路徑追蹤：輸出神經元圖譜
PB10507-3340	互補式金屬氧化物半導體：背面照光光伏元件：局部基板移除技術：超臨界流體：次波長光柵：植入式生醫晶片
PA10507-1232	多重尤拉和：雙重尤拉和：對偶定理：求和公式
PF10507-0113	交易治理：解讀不確定性
PC10507-0854	調節泛素-蛋白酶體系統：治療策略：第3 型脊髓小腦萎縮症
PB10507-1444	電子組裝：表面黏著技術：巨量數據：自動檢測：錫膏印刷：迴焊製程：機器學習
PA10507-0124	輻射帶：范艾倫帶：erg 衛星任務：高能粒子
PB10507-2846	無裝置系統：室内定位：通道狀態資訊：多輸入多輸出：深層學習
PE10507-0011	戲曲：戲曲改革：中國戲曲研究院：張庚
PB10507-0461	毫米波：無線通訊：天線：電波傳播：汽車防撞雷達
PF10507-0532	原住民幼兒：數學概念能力：蒙特梭利數學教育
PC10507-1209	hoxa‐pdgf axis：間葉幹細胞：胃癌腫瘤
PD10507-0123	基因轉殖觀賞魚：不孕控制: piwi1：抗穆勒氏賀爾蒙
PF10507-0385	多媒體學習理論：情境式教學：教學代理人(pedagogical agent)：亮點提示(attention cueing)：moodle：hadoop：openstack：大數據：sus：tam
PC10507-0864	pak2：14-3-3ζ：非小細胞肺癌：染色質免疫沉澱定序
PF10507-0770	區域治理：跨域治理：新功能主義：區域緊急醫療應變中心
PB10504-0149	原子層沉積技術：異質磊晶：矽基氮化鎵：氮化鎵：氮化鋁：超晶格：氧化鎵
PF10504-0029	機會認定：機會評估：機會執行：直覺性感知：情緒因素
PB10504-0172	染料敏化太陽能電池：量子點：電化學：硫化鎘：硒化鎘
PE10504-0004	詩語言：中文：俄文：語言詩學：類型學：當代詩與現代詩
PB10504-0145	水下載具：潛艇自推馬蹄渦尖流體噪
PB10507-1378	相對偏好關係：區間值模糊數：理想解相似度偏好排序法：模糊多準則決策：類化
PB10507-0427	氧化鋅：奈米柱：奈米管：低功率電源：氣體感測：物聯網
PB10507-2810	坡地災害潛勢分析：脆弱度分析：坡地致災風險評估：衛星影像判釋：地理資訊系統
PE10507-0586	科技與藝術：台灣科技藝術：性別：數位女性主義：賽伯格
PF10507-2198	溫室氣體減量：碳權分配：減排目標：運輸：碳足跡
PF10507-1102	期望損失：風險價值：每日資本要求：隨機優勢法：單變量風險波動模型：多變量風險波動模型
PB10507-0393	雷射積層製造：醫療植體：飛秒雷射：燒結：合金：分子動力學
PF10507-1705	子宮頸抹片篩檢：人類乳突病毒：疫苗：傳染動態模型：成本效果分析
PE10507-0163	布袋戲：媒體：口頭文學：活戲
PB10507-0128	異質型網路：賽局理論：頻譜配置：負載平衡：多點跳躍：實體層安全：竊聽者
PF10507-1969	醫學教育：醫學系學制：壓力：學習倦怠
PF10512-0041	貝氏網路：dina 模式：錯誤類型：專家知識結構：q 矩陣
PB10512-0058	新興污染物：全氟烷基化合物：土壤及地下水：植物檢測：環境鑑識技術：多孔隙氧化石墨 烯
PF10512-0049	糖尿病避免住院：糖尿病整合性照護：可近性：區域弱勢：空間分析
PF10512-0003	專題式問題導向學習(popbl)：steam機器人特色創新教學模式：steam學習態度：steam創造力
PB10512-0016	微機電系統：實驗室晶片：電控微流體：介電濕潤：覆晶封裝：體外診斷醫材：化學發光免疫分析
PF10512-0140	3d 列印：雲端運算：虛擬實境：課程評鑑
PB10512-0007	大麻：生物感測薄膜：彎曲平板波：讀取電路：高靈敏度
PF10512-0046	翻轉教室：認知診斷模型：s-p table
PF10512-0134	課程評鑑：評鑑指標：創客教育
PC10508-0670	腦部功能：神經新生
PF10508-0208	臉孔辨識：情緒表情：腦機制
PG10508-0044	流感：流感疫苗：血清抗體
PG10602-0130	核能一級組件：疲勞壽命：異材銲接
PG10607-0075	彰化銀行：繼光街：日式建築
PB10501-3510	磷銦鋁鎵/砷化銦鎵：擬晶性：複合式閘極：積體化電晶體：氣體感測：互補式：導電帶不連續：價電帶不連續：邏輯：雜訊邊界：觸媒金屬：無電鍍法：感測度：動態響應
PF10501-1688	社群網絡：教育連結：政治連結：政治捐獻：政治影響力：國家發展基金：創投注資企業
PC10501-1959	腎臟：尿崩症：抗利尿激素：血管加壓素：水通道蛋白質
PD10501-0321	柳杉：環氧樹脂：液化木材：有機-無機混成材料：聚胺基甲酸酯樹脂
PF10501-2239	技術知識流：技術能力：專利佈局：專利家族：技術智慧資本鏈：專利計量
PC10501-2077	肺炎：肺炎鏈球菌溶血素：斯達汀類藥物：肺炎鏈球菌
PA10501-1528	gps：季節變化：地下水位：斷層暫態滑移：深層山崩
PB10501-4056	線上即時故障檢測：太陽光電模組陣列：最大功率追蹤：粒子群演算法：數位信號處理器
PF10501-1589	熱情：情緒勞務：情緒耗竭：服務導向組織公民行為：組織服務氣候：主動性 人格特質：利社會動機
PE10501-0473	臺灣閩南話：對話：祈使句：轉喻：構式：語料庫
PB10501-3460	碳青黴烯類抗生素：綠膿桿菌：鮑氏不動桿菌：克雷白氏肺炎菌：oprd：vim2：oxa23：ompk35/36：kpc2：雙面光柵波導感測晶片
PF10501-2137	批判思考：資通訊科技：翻轉訓練：管理教育：在職訓練
PD10501-0300	熱解：澱粉：鹽酸：醋酸：分子結構：消化性：難消化糊精
PB10501-3941	季節預報：東亞與東南亞氣候：水資源規劃與管理
PB10501-2829	關係不對稱：供應鏈合作：準備度：意願：公司間整合
PC10501-1833	青壯年：問題飲酒：傷害：遺傳：發展：環境
PB10501-3760	整合排程：供應鏈管理：啟發式演算法：最壞情況性能比：近似演算法
PB10501-2825	多準則決策模型：決策表：基因演算法：貪婪演算法：求解空間
PF10501-2148	行動學習：遊戲式學習：雲端科技：學習歷程
PF10501-1350	正向心理學：自我取向/社會取向成就動機：辯證思維：挫折容忍力：權威取向：角色義務：y理論
PB10501-3389	衛星測高：波形重定：水位變化：地表變形
PB10501-3707	脂源性幹細胞：皮膚傷口：發炎：高糖環境：表皮 t 細胞吸引激素
PF10501-1904	租稅法：逃漏稅捐：刑事罰：行政罰：德國租稅通則
PB10501-4124	無人飛行載具：多光譜相機：數值地形模型：地滑：林邊溪：來義
PA10501-0935	光敏染料：材料開發：染料敏化太陽能電池：光電轉換
PA10501-1259	李代數：李超代數：實形式：對稱空間
PA10501-1449	klf1：延緩衰老：免疫調節：致癌作用：長壽
PB10501-3436	扳機指：腕隧道症：超音波：影像分析：臨床評估
PF10501-1537	學門業務推動：學門業務規劃
PD10501-0306	類黃酮：生物轉換：枯草菌：磷酸酯化：生物可利用性
PA10501-1429	氮化銦鎵：中間能帶：過渡金屬元素：太陽能電池
PF10501-1326	法與社會研究：法實證研究：法律律與社會變遷：問卷調查：法文化：社會福福利利法制
PC10501-1599	米田堡血型第三型：band 3：呼吸生理：體外紅血球生成：輸血醫學
PB10501-2392	氮摻雜氧化物半導體：光觸控型薄膜電晶體：非揮發性記憶體：內嵌式畫素補償電路設計：掃描電路與觸控驅動電路整合
PB10501-4013	熱電材料：熱電優值：聲子散射：矽奈米粉末：二氧化矽奈米粒子
PC10501-1358	抗癌：活性篩選平台
PB10501-2630	多相式：功率積體電路：直流-直流轉換器
PB10501-3270	多輸入多輸出系統：有限回饋：預測量化：碼書設計：位元配置設計：預編碼器：幾何平均分解預編碼器：差分預編碼器回饋
PB10501-3450	兆赫波：光譜：晶片：立體微影：表面電漿子：感測器
PE10501-0390	大饑荒：愛爾蘭：饑荒小說：饑荒衝擊
PF10501-1305	科學探究：後設認知：科學本質：數位學習：補救教學
PC10501-1804	呼吸肌：肌肉去氧和作用：攝氧動力學：間歇訓練
PF10501-2563	協同解決問題教學：專業成長：科學教師
PA10501-1115	三酸甘油脂：雙乙醯甘油醇乙醯基轉移酶：真核綠藻：酵母菌：生質能源：生質柴油
PA10501-0930	蛋⽩白質機器：模組間構形動態：混熱擾流⼒力與分⼦子動⼒力：多層級模擬：分子模擬：纖維_x000d_素酶：⾮非粒腺體胜鏈合成酶：單分子福斯特共振能量轉移
PB10501-3931	老化：生命週期：大腦網路：認知退化：擴散磁振造影：功能性磁振造影
PB10501-2853	群眾募資：贊助意圖：社會認知理論：知覺風險：框架效應：善因行銷
PC10501-2264	口咽麟狀上皮癌：擴散性磁振造影：磁振光譜：灌流造影
PB10501-3033	電動力學：微乳液：邊界效應：氣液交界面：帶電平板
PA10501-0909	胜肽：帶電荷胺基酸：離子對作用力：側鏈長短：膠原蛋白三螺旋
PW10503-0327	股骨轉子間骨折：動態髖骨螺釘：生物力學：有限元素分析
PW10503-0672	第二型糖尿病：衛教：健康結果
PW10503-0631	臨床器具：改善：研發
PW10503-0678	脊髓損傷：抑制發炎：神經保護：&#64025：經滋養因子：白藜蘆醇：大網膜瓣：神經再生
PW10503-0679	3d列印：3d模擬：快速成型
PW10503-0728	逆流性食道炎：氫離子幫浦阻斷劑：胸口灼熱：酸逆流：食道外症狀逆流性食道炎
PW10503-0737	脊髓損傷：神經膠疤痕：溶疤酶：嗅黏膜先驅細胞：神經保護性
PW10503-0765	大腸急躁症：腸道菌組：菌腦腸軸：臟器過度敏感：低發酵性寡糖：雙糖：單糖及多元醇飲食
PW10503-0720	肝癌：手術切除：經皮無線電頻燒灼術：經動脈腫瘤栓塞術：預後
PW10503-0732	丙型干擾素血液測驗：非結核分枝桿菌：細胞激素
PW10503-0513	缺血性腦中風：磁振腦血管造影：血管狹窄：椎動脈基底動脈
PW10503-0514	全身性紅斑狼瘡：表觀遺傳學：t 輔助細胞
PW10503-0550	非鱗狀非小細胞肺癌：程序性凋亡-1：免疫組織染色抗體：免疫治療
PW10503-0535	泰莫西芬：上皮細胞黏合因子：子宮內膜癌：轉移
PW10503-0534	法布瑞氏症：溶小體儲積症：酵素補充療法。
PW10503-0539	心室頻脈：brugada症候群：心律失常性右心室心肌病變
PW10503-0543	衰弱：骨質疏鬆：肌少症
PW10503-0567	病患自控式止痛器：隱馬可夫鍊模型：急性疼痛：人工智慧
PM10506-0001	能資源：區域整合：效能提升：循環利用
PM10506-0002	感測器：醫療電子：自動駕駛車
PM10506-0003	溫室氣體階段管制目標：減量潛力與成本：減碳投資影響評估：製造部門溫室氣體排放管制行動方案：減量誘因機制
PM10506-0062	節能減碳：減量方法：抵換專案：減量技術
PM10506-0063	產業永續發展：國際環保標準：企業社會責任：環境資訊揭露
PM10506-0064	產業工作環境改善計畫：工作環境改善：中小企業
PM10506-0125	產業園區：能資源整合：廢棄物：能源：資源化
PM10506-0126	創意紙品：紙品技術：紙品多元應用
PM10506-0127	推廣：資源再生綠色產品：廢棄物再利用
PW10503-0424	類風濕性關節炎：生物製劑治療：病因：藥物不良反應：全基因體研究
PG10512-0086	水資源：濕地明智利用
PA10507-0043	中高頻無線電波地波傳播：中高頻雷達：大氣對流層波導管模式
PB10507-0421	齒輪原理：蝸桿蝸輪組：砂輪：修整齒形：接觸分析
PC10507-1267	隱丹參：自噬作用：細胞凋亡：粒線體：骨肉瘤
PB10507-0101	雙層緻密小蜂巢網路：全雙工：大型陣列天線：中繼系統：自干擾訊號：波束成型：通道估計
PA10507-0695	自旋電子學：自旋軌道耦合：拓樸絕緣體：量子霍爾效應：超導體
PE10507-0190	箏樂小曲：箏樂文化：閩南箏樂：客家箏樂：潮州箏樂
PA10507-0892	海洋聲層析學：流場反算：分散式網狀水下感應系統：移動載具聲層析：卡爾曼濾波
PF10507-0900	年齡函數：世代齊質性：消費：生命週期模型：半參數檢定
PF10507-0857	擬人化：擬人產品：複雜性：示範：訊息傳遞者：新科技採用
PF10507-2152	居家照顧服務員：心理社會危害：因應策略：健康狀況
PC10507-1137	猴頭菇：益腎精：腎主骨：造骨細胞：蝕骨細胞：骨質疏鬆
PA10507-0704	紅星梭子蟹：系群結構：粒線體dna：微衛星：東亞
PB10507-2253	人-機器人互動：協同工作：作業複雜度：動作路徑規劃：kalman 濾波器
PB10507-0739	幾丁聚醣：果酸：表面張力：上色率：纖維素纖維
PF10507-0510	方案邏輯模式：價值涉入取向評鑑：自我調整策略發展：教師自我調整策略發展教學方案：學生自我調整策略發展學習方案
PE10507-0094	女子敘事：歷史敘事：傳世文獻：出土文獻：先秦兩漢
PF10507-1745	回憶旅遊體驗：熟悉感：場所依戀：重遊行為意圖
PA10507-0234	發震應力：應力洩降：初鄉斷層：斷層擦痕分析：構造演化
PF10507-2146	雜字：分類部居：童蒙教材
PA10507-1127	震源時間函數：上揚時間：破裂時間：時間域解迴旋：經驗格林函數：非負解
PB10507-0499	輪徑差：新式非線性潛滑力：軌道不整：地震力：脫軌行為：舒適性：輪重減載
PF10507-2067	實證：公共衛生：教師：學生：問卷
PB10507-1128	人工溼地：溶解性有機碳：重金屬：膠體：分配係數
PC10507-0996	人類多瘤性病毒：bk 病毒：多瘤性病毒腎病變：組蛋白去乙醯脢
PB10507-2330	二氧化鈦：光觸媒膜：光催化：多孔結構
PE10507-0066	「唐人選唐詩」：玉臺後集：極玄集：李康成：姚合
PF10507-1581	科普活動：數學建模：情境脈絡
