PG10812-0040	戶外教育：活動理論：十二年國民基本教育：校訂課程
PF10807-6405	跨國遷移：仲介婚姻：雙重性：台灣：越南
PF10807-6456	永續：組織變革：組織能耐：未來時間觀：自我調節焦點：員工綠色行為
PB10807-9007	fresnel透鏡：二級聚光器：太陽聚光器：光譜分配：傳熱分析
PF10807-6501	文字探勘：主題模型：企業財務預警：機器學習
PE10807-2527	馬賽爾‧普魯斯特：《所多瑪與蛾摩拉》：同性戀：德瑞佛斯事件：沉潛心靈之悸動
PB10807-9009	核磁共振影像：影像分割：非監督式的機器學習：高效能計算：影像重建：資料叢聚
PC10807-4369	慢性b型肝炎：自然史：肝癌：遺傳變異：人類白血球抗原
PB10807-9000	人形機器人：輪型機器人：機器人作業系統：多目標辨識：深度學習：影像輔助裁判：機器人足球
PB10807-9002	遊戲行動軟體體驗品質：意見分析：深度學習：支援向量機：線上評論
PC10807-4370	登革病毒：皮膚細胞：嵌和小鼠
PC10807-4391	頭頸癌：醫療照護品質：順從性：行為經濟學：推力
PB10807-9254	弱性不穩定：頻譜不穩定：振幅放大：暫態反應：高頻振態：結構相依積分法
PB10807-9071	人工智慧：擬人化機器人：親密度：邏輯性：服務品質：競爭優序
PB10807-9255	多熱源：熱電轉換：具多輸入單輸出之隔離型升壓轉換器：最大功率點追蹤：現場可程式化邏輯閘陣列：數位控制
PB10807-6456	自體免疫：多發性硬化症：微脂粒：免疫抑制劑：免疫治療
PB10807-6466	仿生演化最佳化法則：多動力系統：能源管理：先進車輛：整車控制單元
PE10801-0458	平埔族：拍瀑拉族：文化復振：原住民族：沙轆社
PG10803-0061	智慧健康生活圈：ict加值應用：健康促進服務
PG10801-0677	針灸與電針：神經再生促進作用：急性缺血型中風
PG10802-0025	坡地社區：整合性監測：地錨擋土牆
PB10802-0105	防災科技學門：發展及推動：災害風險降低與韌性
PE10802-0007	原住民知識：現代科學：發展應用
PG10802-0188	大數據：巨量資料：資料分析：邊境查驗自動化管理資訊系統：產品通路管理便捷查詢系統
PG10803-0085	農藥殘留：氣相層析質譜儀：液相層析質譜儀：容許量：食品安全
PG10803-0102	癌症：熱量：營養診斷：生化指數
PG10803-0134	新竹縣：峨眉鄉：偏鄉小校：優化轉型：社區：國民教育：社區認同
PG10803-0150	雷射掃描儀：校正：校正場
PG10804-0023	心電圖：12 導程
PF10804-0012	股市流動性：內部債權薪酬：管理者薪酬
PB10804-0036	稀疏陣列：量化：單一位元量化：陣列訊號處理：方向角估計
PF10804-0016	集團企業：股東行動主義：董事選舉：社會網絡
PC10804-0021	臨床護理實習指導教師：工作內容特質：壓力知覺：臨床實習指導教師教學效能：職場疲勞
PE10807-1733	貨幣形式：交換：倫理想像：欲望治理：魯凱人
PE10807-1739	兒童圖畫書：插畫：風格：民間出版：進口版權
PA10807-2988	界面物理：磁性：超導：自旋電子
PG10807-0002	絕緣礙子：大氣汙染物：洩漏電流
PB10807-6478	隱私計算理論：適地性服務(lbs)：資訊敏感度：app權限：口碑：認知有用性：認知易用性
PF10807-4514	社會投資：社會企業：歷史制度論：社會投資國家：社會影響投資
PC10805-0034	腸病毒71型：疫苗：新型純化系統
PC10805-0023	微脂體：牙本質小管：牙齒敏感症：活髓治療：根管內置藥
PB10805-0020	奈米流體：多孔介質流：熱對流：流場穩定性分析
PC10805-0026	抗藥性相關蛋白：蕾莎瓦抗性肝癌細胞株：異種移植小鼠動物模式：hbv轉殖小鼠：初代細胞株：組合治療
PA10805-0006	生物感測器：訊號處理：定量pcr：rna 萃取效率：神經壞死病毒：石斑魚養殖
PF10807-4508	非洲豬瘟：媒體再現：網路公眾意見：議題設定：新聞框架：語料庫分析
PF10807-4534	新好爸爸：新住民家庭：父職文化：父職參與：青春期
PC10807-3051	子宮頸癌：當歸醇：細胞增生：細胞轉移：發炎體：化學療法：放射療法
PB10807-6508	綠色運輸：電能消耗：溫室氣體排放：旅遊行程規劃：組合最佳化
PA10807-3010	施陶丁格反應：磷亞胺：氮偶極體：香豆素：螢光探針：生物正交化學
PA10807-3013	有機半導體：稠苯：電洞傳輸：鈣鈦礦太陽能電池：有機電晶體
PA10807-3014	均質卜瓦松過程：線性指數損失：穩健性：二階次近似：二階段法則
PF10807-4538	地址抽樣：抽樣清冊：樣本代表性：訪問失敗：抽樣誤差
PF10807-4575	夫妻關係：感恩表達：感恩感受：自己人/外人：對偶分析
PB10807-6539	精密機械校正：軸向定位誤差：真直度誤差：垂直度誤差：阿貝誤差：循圓測試：精密定位：機械學習
PC10801-0808	psmb8：凋亡：移行：侵犯：癌幹細胞：神經膠質瘤
PA10801-0484	高通量分析平台：膜蛋白生物物理：閥式微流體：單細胞分析反應器
PE10807-1815	陽明學：良知：工夫：隱喻：王龍溪：羅近溪
PF10807-4765	人工智慧：金屬氧化物半導體式氣體感測器：氧化鋅鎵：功函數：第一原理計算
PD10807-0573	植物菌質體：致病蛋白：tcp轉錄因子
PD10807-0574	keap/cncc解毒系統：殺蟲劑抗藥性：福木松：東方果實蠅
PC10807-3212	老年黃斑部病變：乾眼症：發炎反應：促發炎細胞激素：介白素二十：抗介白素二十單株抗體
PE10807-1845	傾向：傾向歸屬：內在遮蓋者：傾向條件句分析
PC10807-3254	毛囊：毛囊再生：毛囊週期：毛髮疾病：禿髮：雄性禿：機械力：組織硬度：皮膚硬度：機械生物學
PF10807-4830	遷移照顧工作者：性侵害/性騷擾：剝削：逃跑/失聯移工：無國籍小孩：支持方案：質性訪談：政策比較分析：澳門：香港：新加坡：日本：韓國：台灣
PE10807-1848	日語教育文法：運用能力：理解：產出：意思：用法：文章脈絡
PF10807-4937	開放策略：創新全球化：跨域調適：核心能力：創新與創業
PF10807-4938	會計穩健性：盈餘操縱：訴訟風險：法律責任
PB10807-6993	物聯網：行動收集節點：資料收集：遠端監測：移動速度
PF10807-4901	永續投資：esg投資：法實證研究：私部門環境治理：綠色債券：資訊治理
PF10807-4710	醫師評價：醫療品質：品質報告卡：電腦電話訪問輔助系統
PB10807-6661	能量採集：同時進行無線訊息及電力傳輸：單中繼節點合作式通訊：多中繼節點合作式通訊：alamouti's 時空編碼：多輸入多輸出
PB10807-8278	社群媒體探勘：詞組規則：邏輯斯迴歸：支援向量機：籌碼面指標：文字探勘：聲浪量化：股價漲跌預測
PB10807-8587	智慧商務：農業在地創生：農場智慧客服：農場定位與行銷：b2b行銷
PF10807-5971	群眾外包：團隊組成：數位平台：知識探索與運用：新產品開發
PB10807-8311	區域觸覺回饋：觀察攻擊：個人識別碼：肩窺攻擊：使用者身份認證
PE10807-2437	西蒙東：柏格森：勒華古漢：科技哲學：語言
PA10807-3993	天文：次毫米：星系：觀測：巡天：高紅移：機器學習
PF10807-6000	排放權交易：連結：脫離連結：西部氣候倡議：加州/逵北克連結：區域溫室氣體倡議：歐盟排放權交易機制：脫歐：排放上限與交易：溢額交易
PA10807-3894	反應擴散系統：非單調系統：行進波解
PD10807-0740	關鍵詞：氣候智慧農村：使用者共同設計：供排水風險管理：熱舒適預警：耕作決策支援：物聯網
PB10807-8660	區塊鏈：智能合約：剖面導向程式設計
PA10807-4017	界面：多鐵性：核殼奈米複合粒子：表面電漿子共振：磁電耦合：磁致圓偏振二向性光譜
PB10807-8892	交趾陶：胭脂紅：核殼結構：奈米銀：雙色現象
PB10807-9054	知識圖譜：網路資料表示法學習：搜索系統：推薦系統
PB10807-9053	華語流行音樂：歌詞生成：深度學習
PF10807-6691	老年精神衛生護理：護理學生：臨床教學之混成式教學模式：自主性學習
PF10807-6692	太陽能發電：再生能源政策：農地價格
PF10807-6461	敘事醫學：敘事倫理：醫學人文：臨床倫理：現象學
PF10807-6474	急診壅塞：即時預測：醫療品質：資訊技術
PB10807-8997	非定常環境振動：模態估測：資料相關特徵系統實現法
PF10807-6653	資產減損：關鍵查核事項：現金流量預測
PF10807-6495	動勢：心理觀察量表：身體自我
PC10807-4397	trail：t 細胞耐受性：免疫功能障礙：免疫代謝
PC10807-4475	放射性栓塞治療：肝癌：肝腫瘤：影像分析：雙示蹤劑正子：正子磁振造影：釔90放射栓塞：循環腫瘤細胞
PF10807-6717	跨性別女性：hiv篩檢：篩檢率：hiv陽性率：暴露前預防性投藥：陪伴就醫
PD10807-0794	植物免疫：拮抗微生物：植物青枯病：防禦路徑：機制分析
PB10807-9270	超音波：材料特性：超臨界電鍍：磁性薄膜：超音波輔助超臨界電鍍
PB10807-9274	純天然材料：鈣鈦礦：量子點：太陽能電池：發光二極體
PB10807-9277	光電酬載：雙迴路控制結構：前饋控制：影像辨識：運動與影像同步控制
PF10807-6825	集團企業：相關性多角化：會計師集中選任：審計品質：審計定價
PB10807-9280	營建管理：遞迴歸類神經網路：前饋式類神經網路：決策支援
PF10807-8805	發電：風車：熱機：實像：力矩
PB10807-9284	非侵入式負載監測：串列選擇：並列選擇：委員會決策機制：負載分解
PF10807-6827	風險中立偏態：峰態：波動度預測
PB10807-9423	智慧停車格：車牌辨識(license plate recognition: lpr)系統：深度學習(deep learning)技術：監督式機器學習：多車牌辨識系統：字符切割模型：字符辨識模型：準確度
PA10807-4289	各向異性：晶格模型：臨界性：標度行為：複雜系統：時間序列分析
PC10807-4399	dnajb6/mrj：嗎林反股核苷酸：plga：人類呼吸道融合病毒：eb 病毒：人類免疫缺陷病毒
PF10807-6751	利社會行為：善因行銷：自我享樂放縱行為：神經科學
PB10807-9661	智慧城市：智慧停車：開放資料：停車格偵測：停車格資訊
PB10807-9134	住宅社區：景觀照明：背照光：光侵擾
PE10807-2766	八股文：海東書院課藝：洪繻：鄭用錫：臺灣古典文學
PB10807-9698	[總計畫] 醫療檢測技術：射頻雷達技術：血壓偵測：步行軌跡偵測：復健運動偵測：跌倒偵測：體內金屬植體偵測：[子計畫] 自振式超穎共振器：血壓偵測：無壓脈帶式血壓偵測感測器：脈波傳輸時間：相位鎖定技術
PB10807-9700	微藻生物質：益生菌：醱酵
PA10807-4417	振動光譜學質子結合的二聚體非諧：振動結構離子氫鍵信使離散變量表示
PA10807-2976	$q$-差分方程：$q$-正交多項式：hermite 多項式：wkb 方法
PA10807-2975	質譜儀：質譜技術：質譜儀在生物醫學的應用：懸浮污染粒子
PB10802-0106	青花菜：穴盤苗：移植機：灌溉：營養：紅外線熱顯像：光譜：生長速率：採收整齊度：產量預測：精準農業
PB10802-0107	生質衍生物：生質廢棄物：廢棄物資源化：催化氧化程序：功能化觸媒
PG10802-0124	資訊系統整合：檢驗管理系統：產品通路管理資訊系統：邊境查驗系統：實驗室資訊管理系統
PG10802-0055	行動輔具：機械式輪椅：輪椅功能性：輪椅安全性
PG10804-0100	國家標準：游離輻射：能力試驗：量測比對：校正服務
PG10803-0248	公寓大廈：外牆瓷磚：背溝：抗拉接著強度
PF10804-0013	營養午餐：飲食攝取：健康：學業表現
PC10804-0017	水中運動模式：認知衰弱：步態：平衡：認知功能：跌倒危險性：隨機臨床試驗
PA10804-0020	wnt訊息傳遞路徑：β-連環蛋白：不對稱細胞分裂：細胞命運特化：胚胎發育：環節動物：螺旋卵裂動物
PA10804-0016	自旋：擬自旋：量子操控
PB10807-6460	混摻型磺酸化聚芳香醚氫氣質子交換膜燃料電池：質子交換膜：綠色能源
PB10807-6493	擬球藻：浮游藻類：影像信號辨識：影像信號偵測：影像信號計數
PA10807-2995	文昌魚：脊索動物：基因體類緣關係：目標dna富集方法：高通量定序
PE10807-1747	荀子：歷史哲學：體常盡變：古今一也：群居和一
PD10805-0001	益生菌：無抗飼養：包埋技術平台：活體確效
PF10805-0014	簡則論點：周邊線索：簡則與系統式處理：推敲可能性模型
PB10805-0033	知識地圖：e化觀光業：資訊科技：關鍵字分析：書目分析：觀光業：餐旅業
PA10805-0002	智慧踏墊：可撓式感測器：摩擦起電效應：自供電元件：奈米材料
PC10805-0012	臨床試驗：聯盟：醫師：專案管理：資料處理：行政
PC10807-3041	腎臟癌：轉移相關蛋白-2：微核糖核酸-133b：轉移：基質金屬蛋白酶-9：表皮細胞生長因子接受器
PA10807-3008	雙截：半參數轉換模型：最大條件概似
PF10807-4546	補貼：航空產業：區域觀光旅遊：經濟發展：整合分析：專家訪談：問卷調查：臺灣：紐西蘭
