PG10707-0063	智慧建築：推廣策略
PB10708-0511	近紅外光有機發光二極體：有機太陽能電池：染料敏化太陽能電池：d-a-a結構材料：複激子：tadf材料：心律監測：血氧濃度感測：穿戴式裝置：全光學軟性貼片式生醫感測元件
PE10708-0003	副詞：兩字漢字：~的：~的+ni
PC10708-0006	癌轉移：正子電腦斷層造影：機器人：扁平細胞癌：經口機器手臂手術
PC10708-0141	克雷伯氏肺炎桿菌：化膿性肝膿瘍：腸道上皮細胞：侵入：致病機轉
PC10708-0029	去泛素化：表觀遺傳調節：巨噬細胞：發炎：類鐸受體：腫瘤
PB10708-0059	虛擬實境：擴增實境：電子商務：物件辨識：骨架辨識：光源偵測：深度神經網路
PC10708-0044	慢性b型肝炎治療：b型肝炎病毒共價閉合環狀dna：腫瘤轉移抗原1：dna損害修復系統：ku70/80：染色質重塑：表觀遺傳調控
PC10708-0033	退化性關節炎：連接蛋白n端胜肽：玻尿酸：人類軟骨細胞
PC10708-0037	酒癮：生物標記：生物路徑：候選基因：神經質：pvrl4：ccl11：nefl：fgf-2
PC10708-0136	第一型糖尿病：blood brain barrier (bbb)：癲癇：irs-1：mtor
PF10708-0106	全民科學週：科學闖關活動：原住民科普教育
PF10708-0128	電腦模擬：科學建模：社會共享調節：合作學習：後設認知
PA10708-0202	dna複製重啟：引物合成體：解螺旋酶：蛋白質結晶學
PB10708-0310	交流電阻抗：體細胞定量：細菌濃度定量：抗生素之藥敏分析：生乳品質監控
PC10708-0188	代謝症候群：妊娠期代謝症候群：糖尿病：高血壓：子癲前症：脂肪介質：細胞介質：甲基化
PA10708-0293	線蟲：飲食：代謝：脂質
PC10708-0194	n-乙醯半乳糖氨基轉移酶第2型：卵巢癌：醣基化：化療抗性
PC10708-0187	生物時鐘：細胞分裂：多倍體肝細胞：慢性肝病：肝癌
PB10708-0317	複合模擬試驗：大型結構試驗：有限元素分析：結構分析：物件導向：模型更新：線上模型更新：擬動態實驗：擬靜態：即時：地震工程：結構工程
PC10708-0005	類風濕性關節炎：潛伏結核感染：微型核糖核酸：活體外肉芽腫細胞模式：生物製劑
PA10708-0016	行為型態：混獲：統合分析：聚類分析：溶氧：彈脫型衛星標識紀錄器：生理極制
PB10708-0067	電動自行車：行動物聯網：鋰電池：區塊鏈：碳權
PC10708-0039	妊娠糖尿病：醣化白蛋白：血糖變動度：周產期併發症：糖尿病：肥胖
PA10708-0021	自旋電晶體：拓譜材料：光電流
PC10708-0026	化膿性汗腺炎：嗜中性白血球胞外網：細胞激素：抗菌胜肽
PA10708-0037	微地動陣列量測：頻率-波數頻譜分析法：表面波逆推方法：地震動預估
PC10708-0137	口腔癌：mir-17-5p：腫瘤血管新生：放射生物
PA10708-0170	transition metal catalysts：aromatic substitution：büchner reaction：chemoselectivity：biphenyl α-diazoketones：gymnopusion
PA10708-0424	微中子震盪：壓克力材料：有限元素分析：穩壓電源供應電路板
PF10708-0301	反轉策略：反轉績效：跨組織合作：隨創：策略創業
PC10708-0341	人類肺纖維母細胞 wi-38：肺纖維化：warburg effect：perk：有氧醣解反應：內質網壓力
PB10708-0517	人際性因素：資訊性因素：知覺正向電子口碑評論可信度：雙向態度：正向電子口碑評論採用
PC10708-0334	糖尿病：膀胱功能障礙：低能量體外震波
PC10708-0283	抽菸：尼古丁：聽力損失：耳聲傳射：聽性腦幹反應檢查
PA10708-0382	生物幫浦：主動及被動傳輸：碳氮磷：有機碳消散與貯存：海洋營力：北南海
PC10708-0274	癌症惡病質：營養評估：食道癌：營養治療：化放療：治療成效
PE10708-0119	明治時代：大正時代：清末民初：臺灣：詩經學
PB10708-0226	冠層輻射轉換模式：強化型植生指數：全球暖化：大地衛星：作業地表成像儀：光譜折合：光譜學
PF10708-0131	負面工作事件：表面服從：領導者-成員交換關係：倦怠
PA10708-0198	細菌：細胞分裂：細胞形態：糖解作用：磷酸果糖激酶i：小細胞系統：ftsz：mreb
PF10708-0124	台港關係：跨境婚姻：地緣政治：親密關係：移民研究
PA10708-0199	生殖幹細胞：niche：生殖
PB10708-0319	譜元素法：地震波傳遞模擬：最大地動加速度：最大地動速度
PB10708-0325	二維奈米片複合材料：還原氧化石墨烯：六鈮酸鉀奈米片：z-scheme光催化水分解反應
PA10708-0298	光學：模擬：馬克士威方程式：散射：pstd：隨機介質：相位：干涉：數值方法
PA10708-0231	高屏峽谷：碳循環：微生物：小型：大型：巨型底棲生物：沉積物群聚耗氧量：深海著陸器：生物多樣性：生態系統功能
PB10708-0309	鐵電薄膜：負電容：介面層：場效電晶體
PF10708-0007	物權行為無因性：所有權讓與契約：交付：讓與合意：交付的正當原因：利益法學：概念法學
PB10708-0023	互補式串聯式光電化學水分解系統：氫氣：氧化亞銅：銅鉍氧化物：釩酸鉍：赤鐵礦：表面修飾：奈米結構
PB10708-0001	氧化亞銅：氧化鋅：異質結構：電化學磊晶：分子束磊晶：顯微組織
PC10708-0001	芳香烴受器：硫化氫：腺苷單磷酸激活蛋白激酶：粒線體功能缺失：胰島素阻抗
PB10708-0041	空間計量經濟學：國內觀光需求
PB10708-0055	聚甲基丙烯酸二甲胺基乙酯：聚氮-異丙基丙烯醯胺：聚甲基丙烯酸：溫度應答型聚合物：ph應答型聚合物：co2響應行為：co2可切換的乳化劑
PC10708-0019	肝細胞癌：肝腫瘤：阿斯匹靈：肝炎：化學預防
PB10708-0050	奈米光電：電漿子學：有限差分時域法：有限元素法：次波長結構：光波散射：表面電漿子波導：各向異性材質：週期性結構：奈米天線：奈米電漿子感測器
PC10708-0124	關節軟骨缺損再生：脂肪幹細胞：細胞外囊泡：關節軟骨特定的壁龕：軟骨化：軟骨細胞
PC10708-0125	cebpd：ptx3：微型核糖核酸：微泡：阿茲海默症：血管新生
PB10708-0196	人工智慧：機器學習：深度學習：糖尿病視網膜神經病變：體適能：肝臟移植：空氣汙染
PB10708-0197	細胞球體：類器官：脂肪幹細胞：肝硬化
PF10708-0112	跨組織關係：信任：正式契約
PC10708-0337	空氣污染：過敏原：兒童發展：土地利用回歸：呼吸道疾病
PC10708-0345	學齡兒童：網路成癮：學習注意力：衝動控制力：焦慮：自我管理訓練
PC10708-0347	尿路上皮癌：src：il6：hdgf：pi3k/akt：腫瘤標誌：抗藥性：藥物可標靶性
PB10708-0503	運動生物力學：下蹲跳：著地反彈跳：複合式訓練：活化後增益
PB10708-0426	碳纖維/聚醚醚酮：鈦合金：複材積層板：奈米粉粒：雙邊裂縫疲勞：破壞：裂縫成長率：壽命
PF10708-0270	網路品牌權益：網路品牌權益量表：大學品牌：高等教育品牌：文字探勘
PF10708-0271	預防智慧型手機成癮：手機監控app：手機健康用動機提升：預防失控因應技巧訓練
PB10708-0441	影像浮水印技術：離散餘弦變換：區塊間關聯性
PC10708-0290	肥胖：脂肪組織發炎：gas6：巨噬細胞浸潤：ampk
PC10708-0268	大腦神經滋養因子：表觀基因甲基調控：缺氧性腦病變：神經再生
PA10708-0203	蛋白結晶學：生物物理：結構與功能：乙烯反應因子：水稻：抗淹水：抗逆境：轉錄因子：非生物逆境
PF10708-0129	創補救：員工啟動：心理閉合：公平
PF10708-0135	能源科普：潔能國策：能源轉型：科普傳播
PF10708-0138	實物：數位邏輯：自動控制：遊戲式學習：演算法：開關：正反器：鷹架：回授控制：加法器：二進位
PF10708-0202	女性經理：角色認知：性別操演
PB10708-0312	線上品牌社群：社交媒體賦能：品牌投入：共創：品牌社群認同：持續參與
PC10708-0203	食品安全：信任：風險感知：健康行為：婦幼健康
PB10708-0329	資料視覺化：聲音視覺化：肺音資料
PA10708-0007	gata-3/cd8：細胞/：t細胞活化/：t細胞凋亡/細胞激素
PC10708-0008	年輕型非小細胞肺癌：人類白血球表面抗原：體細胞突變圖譜：癌特定抗原：胜肽質體學：胜肽免疫療法：癌新生抗原
PB10708-0030	社會學習：正當性：資訊安全政策順從：資訊安全政策違反
PF10708-0015	利害關係人：價值共創：平台模式：商業模式：互動：資源整合：詮釋型個案研究
PF10708-0016	郵輪觀光：區域郵輪觀光樞紐：旅遊目的地競爭力：層級分析法
PF10708-0025	p2p住宿：airbnb：ppm理論：轉換意圖
PD10708-0008	甜菜苷：免疫調節：細胞株：動物試驗
PB10708-0035	積層製造：加減法製造：迴轉超聲研削：可加工性：比切削能
PC10708-0021	integrin：itga3：parp：x-ray：口腔癌：細胞凋亡：dna修補
PF10708-0040	克里斯瑪：大眾宗教：象徵資本：靈性資本：社會變遷
PA10708-0177	現生有孔蟲：表層沈積物：生物拖網
PB10708-0211	層析分離：模擬移動床：多管柱：智慧型控制技術
PE10708-0131	說話者語勢：句法-言談/語用介面：左緣結構：非典疑問詞：附加語「什麼」：表反駁「什麼」：表推測「怎麼」
PC10708-0321	纖維肌痛症：表現型：生活品質：健康狀態：健康教練：疼痛災難化：自我效能
PE10708-0133	旅行雜誌：臺旅月刊：台灣文學
PE10708-0135	讀書雜志：隸書：校勘：王念孫：漢簡
PB10708-0214	射出成型：多模穴流道系統：充填平衡元件：充填不平衡：冷料井：混合器：熔膠翻轉技術：電腦輔助工程：田口法
PA10708-0429	鈉離子電容器：過渡金屬二硫屬化物：複合碳材：陽極：產氫反應
PF10708-0277	外語習得：字詞辨識：語句理解：功能性核磁共振造影技術：腦磁波儀
PA10708-0396	隨機配置法：廣義多項式渾沌展開法：任意多項式渾沌展開法：權證訂價
PA10708-0391	食用真菌：多醣體：醣質疫苗：免疫調節：多重抗藥性細菌：鮑氏不動桿菌
PC10708-0287	阿滋海默症：表皮生長因子第二型受體：類澱粉蛋白：神經細胞凋亡：誘導多功能幹細胞：神經退化性疾病
PC10708-0269	血管新生：細胞移動：細胞偽足：凝血酶調節素：纖溶酶原
PC10708-0276	肺炎克雷白氏菌：碳青黴烯抗性：碳青黴烯酶：抗藥性獲取機轉
PF10708-0132	知識搜尋：知識創造：跨時間知識搜尋：組織記憶：半導體設計業研究：跨國企業
PF10708-0133	後設認知：品牌抗拒：負面既有品牌：論點品質
PB10708-0236	深度學習晶片：語音辨識：深度信念網路
PA10708-0200	多鐵穿隧接面：鐵電：自旋磁矩：自旋傳輸
PB10708-0311	開啟車門不當：汽機車事故：行為觀察：虛擬與真實實驗環境
PF10708-0204	性別：空氣污染：認知與態度：政策工具：巨量資料分析：多準則決策分析：輿情分析：文字探勘
PB10708-0323	3d列印：層層成長：有限元素法
PC10708-0014	登革病毒：茲卡病毒：玻尿酸：玻尿酸合成酶：玻尿酸裂解酶：血管滲漏：第一型非結構蛋白：cd44：動物模式：前臨床試驗
PB10708-0007	隱私續存：機器學習：資料探勘：差分隱私：開放資料：隱私續存之資料鏈結
PB10708-0015	氧化鋅：磊晶成長：化學水浴沉積法：超音波霧化輔助化學氣相沉積法：側向磊晶成長：晶體缺陷：圖案化藍寶石基板
PF10708-0005	食安問題：替代能源：全民科學日：新北市
PB10708-0060	乳牛：生產效率：酪農場：自動監控與決策輔助系統：人工智慧
PC10708-0030	轉移性去勢療法無效前列腺癌：安可坦：阿比特龍：抗藥性：coup-tfii：yap1及3 端非轉譯區長度改變
PE10708-0009	楞嚴經：楞嚴學：思想史：明代佛教：三教交涉
PC10708-0034	經濟評估效用指標：生活品質：臨床症狀嚴重度：社會職業功能：思覺失調症：躁鬱症：重鬱症：縱向追蹤研究
PA10708-0045	黑洞：真空能量：廣義相對論：量子場論
PE10708-0051	嗎問句：正反問句：語義：語用：漢語
PB10708-0186	停經：玄米油：炸油：脂肪酸：運動：腸道菌相：胰島素阻抗：脂肪肝：蛋白質體：脂肪細胞分化
PG10708-0018	母乳哺育：電話訪問：親子同室：母嬰親善環境
PC10708-0338	hmga2：抑癌微型核糖核酸：啟動子：去氧核醣核酸—蛋白質交互作用：蛋白質—蛋白質交互作用
PB10708-0514	液晶：高分子穩定配向：長週期光纖光柵：全光纖馬赫詹德干涉儀：重金屬感測器
PE10708-0129	高齡研究：虛擬實境：社交互動：激勵理論：科技接受度：介面使用性：情感效價與喚起：休閒旅遊：ktv活動
PE10708-0723	企業社會責任：重大議題鑑別：服務創新：設計思維：模糊認知圖方法
PC10708-0344	去泛素化：去泛素酶：泛素特異性蛋白酶15：蛋白質交互結合：非小細胞肺癌：蛋白酪氨酸激酶
PF10708-0300	學業情緒：學業倦怠：課業投入(及不投入)：教師心理支持：高職學生
PA10708-0397	無人飛行載具：空中採樣及觀測平台：霧霾：衍生性污染物：揮發性有機物
PB10708-0437	情境式學習：資料探勘：知識管理：情境設計法：摘要生成技術
